100 	 2.73179 	 4.31405 	 0.555368
200 	 4.18586 	 7.28747 	 3.38811
300 	 2.96641 	 7.26208 	 5.86597
400 	 4.63298 	 6.82632 	 6.11237
500 	 3.7198 	 7.33819 	 7.36538
600 	 5.59603 	 6.75843 	 7.6766
700 	 3.8977 	 6.13517 	 8.51202
800 	 5.77967 	 6.40612 	 9.22743
900 	 5.93015 	 5.597 	 	 9.36178
1000 	 5.96506 	 6.02339 	 9.03151
